Problem,Solution Length,Worse Rate,Parametr changed,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
rbg443,3811,-28.627656782996596,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg403,3499,-29.551300371534722,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ft70,41186,-6.101587918224638,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv170,3807,-27.633307065931177,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv47,2079,-14.57431457431457,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv70,2457,-20.634920634920633,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
p43,5663,-0.759314850785799,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ry48p,15073,-4.318980959331256,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv44,1967,-17.996949669547533,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv64,2289,-19.65923984272608,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv33,1495,-13.979933110367895,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
kro124p,44970,-19.435179008227706,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv38,1624,-5.78817733990148,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv55,1867,-13.872522763792176,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ft53,8646,-20.136479296784643,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv35,1703,-13.505578391074579,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
br17,39,0.0,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
rbg323,1732,-23.441108545034638,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
rbg358,1803,-35.49639489739323,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
rbg443,3807,-28.552666141318625,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
rbg403,3490,-29.369627507163315,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ft70,41845,-7.580356075994743,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv170,3865,-28.719275549805957,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv47,2174,-18.307267709291636,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
ftv70,2406,-18.952618453865327,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,2.0,0.95
p43,5669,-0.8643499735402997,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ry48p,15406,-6.387121900558228,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv44,1891,-14.701216287678477,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv64,2287,-19.588981198076084,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv33,1532,-16.057441253263704,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
kro124p,45366,-20.138429660979583,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv38,1615,-5.26315789473685,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv55,1941,-17.156105100463677,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ft53,8556,-19.29640018700327,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv35,1696,-13.148584905660371,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
br17,39,0.0,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
rbg323,1689,-21.492007104795746,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
rbg358,1772,-34.36794582392777,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
rbg443,3758,-27.621075039914842,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
rbg403,3487,-29.30886148551764,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ft70,41694,-7.2456468556626845,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv170,3807,-27.633307065931177,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv47,2204,-19.419237749546284,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
ftv70,2387,-18.30749895266024,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.9
p43,5652,-0.5661712668082117,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ry48p,15180,-4.993412384716734,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv44,1891,-14.701216287678477,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv64,2504,-26.557507987220447,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv33,1469,-12.457454050374409,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
kro124p,45035,-19.551459975574545,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv38,1618,-5.4388133498145805,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv55,1893,-15.055467511885894,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ft53,8512,-18.879229323308266,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv35,1663,-11.425135297654847,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
br17,39,0.0,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
rbg323,1734,-23.529411764705884,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
rbg358,1812,-35.8167770419426,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
rbg443,3828,-28.944618599791013,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
rbg403,3449,-28.530008698173376,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ft70,42172,-8.29697429574125,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv170,3811,-27.709262660718963,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv47,2214,-19.783197831978313,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
ftv70,2394,-18.54636591478696,cooling_rate,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.98
