Problem,Solution Length,Worse Rate,Parametr changed,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
ftv44,1967,-17.996949669547533,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv64,2427,-24.227441285537694,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv33,1505,-14.551495016611298,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
kro124p,45994,-21.228855937731012,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv38,1616,-5.3217821782178305,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv55,1816,-11.453744493392065,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ft53,8639,-20.071767565690465,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv35,1675,-12.059701492537314,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
br17,39,0.0,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
rbg323,1727,-23.219455703532134,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
rbg358,1734,-32.929642445213375,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
rbg443,3604,-24.52830188679245,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
rbg403,3389,-27.264679846562416,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ft70,42074,-8.08337690735371,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv170,3846,-28.367134685387413,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv47,2201,-19.30940481599272,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
ftv70,2326,-16.165090283748924,a,20,0.1,100,0.4,0.6,1,2,10,20,0.3,0.1,1.5,0.95
p43,5656,-0.6364922206506378,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ry48p,15519,-7.068754430053474,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv44,1891,-14.701216287678477,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv64,2461,-25.274278748476235,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv33,1474,-12.75440976933514,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
kro124p,45768,-20.839888131445548,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv38,1670,-8.383233532934128,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv55,1827,-11.986863711001632,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ft53,8420,-17.992874109263653,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv35,1637,-10.018326206475265,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
br17,39,0.0,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg323,1734,-23.529411764705884,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg358,1795,-35.208913649025064,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg443,3791,-28.25112107623319,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg403,3432,-28.175990675990676,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ft70,42104,-8.14886946608398,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv170,3846,-28.367134685387413,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv47,2100,-15.42857142857143,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv70,2346,-16.87979539641944,b,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
p43,5669,-0.8643499735402997,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ry48p,16016,-9.95254745254745,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv44,1918,-15.901981230448385,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv64,2421,-24.039653035935558,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv33,1542,-16.601815823605705,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
kro124p,46052,-21.328063927733865,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv38,1616,-5.3217821782178305,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv55,1891,-14.96562665256478,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ft53,8573,-19.456432987285666,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv35,1649,-10.673135233474824,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
br17,39,0.0,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
rbg323,1724,-23.08584686774941,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
rbg358,1797,-35.28102392877017,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
rbg443,3759,-27.640329874966753,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
rbg403,3458,-28.716020821283976,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ft70,42044,-8.017790885738748,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv170,3811,-27.709262660718963,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv47,2241,-20.74966532797859,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
ftv70,2388,-18.34170854271356,b,20,0.1,100,0.4,0.6,3,1,10,20,0.3,0.1,1.5,0.95
p43,5657,-0.6540569206293156,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ry48p,16250,-11.249230769230763,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv44,1960,-17.704081632653057,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv64,2472,-25.606796116504853,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv33,1528,-15.837696335078533,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
kro124p,45763,-20.831239210716078,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv38,1670,-8.383233532934128,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv55,1888,-14.830508474576277,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ft53,8721,-20.823300080266023,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv35,1736,-15.149769585253452,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
br17,39,0.0,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
rbg323,1734,-23.529411764705884,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
rbg358,1812,-35.8167770419426,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
rbg443,3922,-30.647628760836312,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
rbg403,3535,-30.26874115983027,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ft70,41834,-7.556054883587521,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv170,3844,-28.32986472424558,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv47,2233,-20.46574115539633,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
ftv70,2355,-17.19745222929936,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.05,0.1,1.5,0.95
p43,5659,-0.689167697473053,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ry48p,16011,-9.924426956467428,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv44,1860,-13.27956989247312,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv64,2396,-23.247078464106835,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv33,1518,-15.2832674571805,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
kro124p,45673,-20.675234821448115,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv38,1618,-5.4388133498145805,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv55,1995,-19.398496240601503,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ft53,8442,-18.20658611703388,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv35,1682,-12.425683709869205,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
br17,39,0.0,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
rbg323,1734,-23.529411764705884,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
rbg358,1762,-33.995459704880815,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
rbg443,3884,-29.969104016477857,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
rbg403,3495,-29.47067238912733,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ft70,41565,-6.957776975821005,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv170,3841,-28.273887008591515,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv47,2021,-12.122711528946056,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
ftv70,2328,-16.23711340206185,max_length_percent_of_cycle,20,0.1,100,0.4,0.6,3,2,10,20,0.2,0.1,1.5,0.95
p43,5660,-0.7067137809187329,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ry48p,15362,-6.118994922536132,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv44,1956,-17.535787321063395,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv64,2329,-21.0390725633319,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv33,1428,-9.943977591036415,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
kro124p,45751,-20.810474087998074,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv38,1617,-5.380333951762523,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv55,1885,-14.694960212201593,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ft53,8620,-19.895591647331784,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv35,1702,-13.454759106933025,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
br17,39,0.0,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
rbg323,1734,-23.529411764705884,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
rbg358,1766,-34.14496036240091,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
rbg443,3808,-28.57142857142857,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
rbg403,3482,-29.207352096496265,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ft70,41535,-6.890574214517869,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv170,3777,-27.058512046597826,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv47,2182,-18.60678276810266,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
ftv70,2346,-16.87979539641944,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.05,1.5,0.95
p43,5644,-0.42523033309709035,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ry48p,15271,-5.559557330888609,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv44,1900,-15.10526315789474,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv64,2479,-25.816861637757157,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv33,1510,-14.834437086092706,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
kro124p,45544,-20.45055331108378,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv38,1671,-8.438061041292642,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv55,1896,-15.189873417721529,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ft53,8488,-18.64985862393968,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv35,1709,-13.809245172615576,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
br17,39,0.0,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg323,1729,-23.308270676691734,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg358,1790,-35.027932960893864,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg443,3847,-29.295554977904857,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg403,3490,-29.369627507163315,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ft70,42195,-8.346960540348377,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv170,3846,-28.367134685387413,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv47,2165,-17.967667436489606,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv70,2394,-18.54636591478696,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
p43,5650,-0.5309734513274265,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ry48p,15415,-6.4417774894583175,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv44,1891,-14.701216287678477,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv64,2282,-19.412795793163895,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv33,1509,-14.777998674618956,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
kro124p,45227,-19.892984279302183,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv38,1616,-5.3217821782178305,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv55,2009,-19.960179193628676,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ft53,8319,-16.99723524462074,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv35,1698,-13.250883392226157,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
br17,39,0.0,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
rbg323,1724,-23.08584686774941,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
rbg358,1801,-35.4247640199889,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
rbg443,3795,-28.326745718050063,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
rbg403,3452,-28.592120509849366,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ft70,42117,-8.177220599757817,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv170,3811,-27.709262660718963,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv47,2256,-21.276595744680847,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
ftv70,2411,-19.120696806304437,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.15,1.5,0.95
p43,5662,-0.7417873542917732,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ry48p,15815,-8.80809358204236,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv44,1830,-11.857923497267763,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv64,2417,-23.913942904426975,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv33,1480,-13.108108108108112,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
kro124p,45459,-20.301810422578598,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv38,1642,-6.820950060901339,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv55,1882,-14.558979808714128,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ft53,8671,-20.36673970706954,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv35,1638,-10.073260073260073,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
br17,39,0.0,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
rbg323,1734,-23.529411764705884,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
rbg358,1774,-34.44193912063133,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
rbg443,3790,-28.23218997361478,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
rbg403,3439,-28.322186682175058,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ft70,41630,-7.103050684602451,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv170,3810,-27.69028871391076,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv47,1991,-10.798593671521843,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
ftv70,2443,-20.180106426524773,swap_states_probability,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.2,1.5,0.95
p43,5666,-0.8118602188492758,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ry48p,15195,-5.087199736755508,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv44,1959,-17.662072485962227,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv64,2369,-22.372308991135498,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv33,1461,-11.978097193702936,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
kro124p,44551,-18.677470763843687,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv38,1697,-9.840895698291092,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv55,1927,-16.554229372080954,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ft53,8596,-19.671940437412744,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv35,1635,-9.908256880733944,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
br17,39,0.0,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
rbg323,1734,-23.529411764705884,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
rbg358,1776,-34.51576576576578,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
rbg443,3788,-28.194297782470954,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
rbg403,3454,-28.633468442385634,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ft70,41883,-7.664207434997493,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv170,3811,-27.709262660718963,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv47,2122,-16.30537229029217,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
ftv70,2380,-18.067226890756302,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,0.5,0.95
p43,5666,-0.8118602188492758,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ry48p,15180,-4.993412384716734,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv44,1942,-16.941297631307933,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv64,2381,-22.76354472910542,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv33,1464,-12.158469945355193,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
kro124p,45718,-20.753313793254307,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv38,1720,-11.04651162790698,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv55,1892,-15.010570824524322,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ft53,8432,-18.109582542694497,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv35,1723,-14.509576320371437,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
br17,39,0.0,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
rbg323,1728,-23.263888888888886,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
rbg358,1778,-34.58942632170978,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
rbg443,3816,-28.721174004192875,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
rbg403,3457,-28.695400636389934,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ft70,42054,-8.039663290055643,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv170,3807,-27.633307065931177,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv47,2192,-18.978102189781026,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
ftv70,2393,-18.51232762223151,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.0,0.95
p43,5658,-0.671615411806286,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ry48p,15487,-6.876735326402795,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv44,1874,-13.927427961579511,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv64,2414,-23.81938690969345,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv33,1450,-11.310344827586206,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
kro124p,45379,-20.161308094052316,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv38,1616,-5.3217821782178305,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv55,1781,-9.713644020213366,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ft53,8475,-18.525073746312685,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
ftv35,1626,-9.40959409594096,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
br17,39,0.0,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg323,1734,-23.529411764705884,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
rbg358,1812,-35.8167770419426,closeness,20,0.1,100,0.4,0.6,3,2,10,20,0.3,0.1,1.5,0.95
