best_solution_length,time
71811,0.025966405868530273
42458,0.026927947998046875
41815,0.026927947998046875
41749,0.13370180130004883
41669,0.172560453414917
41525,0.3610358238220215
41441,0.9035825729370117
41310,2.037550926208496
41224,8.110860586166382
41026,10.572242498397827
41013,13.040638446807861
40960,13.08252739906311
40930,18.86705255508423
40900,22.69682765007019
40842,24.253642320632935
40840,25.250974655151367
40740,26.978352308273315
71805,29.95838236808777
42412,29.95838236808777
42321,29.95942521095276
42222,30.129948616027832
42152,30.936763286590576
42048,30.945739269256592
41867,30.99660325050354
41722,32.81972575187683
41639,33.62955951690674
41636,34.29976558685303
41601,34.42044401168823
41565,34.766502380371094
41522,35.73929142951965
41516,36.51981163024902
41431,38.778600215911865
41415,39.91417050361633
41328,39.949077129364014
41273,43.02523970603943
41171,43.422454595565796
41146,44.024829149246216
41815,59.877925634384155
41667,63.08173227310181
41529,64.44410514831543
41373,65.23917555809021
41150,69.32220482826233
41089,70.92994689941406
41026,74.2206780910492
40904,78.55964159965515
42515,89.8331606388092
42471,89.83415675163269
42458,89.83415675163269
41815,89.8351538181305
41650,93.4459867477417
41473,93.83991360664368
41380,97.09781885147095
41091,98.08919048309326
41081,100.7424967288971
40901,101.36267614364624
40850,107.30066585540771
40790,111.86217641830444
42515,119.78259110450745
42508,119.7836263179779
42471,119.7836263179779
42458,119.78458738327026
42321,119.78458738327026
41815,119.78561973571777
41667,121.14695763587952
41568,123.07330393791199
41485,124.71148824691772
41404,128.97286820411682
41292,130.81818628311157
41119,133.7691102027893
41060,133.89691615104675
40904,135.51757264137268
40836,135.8064830303192
40781,148.46566462516785
70845,149.70581436157227
42458,149.70681166648865
41815,149.70784997940063
41764,150.63755893707275
41287,153.22901391983032
41240,154.25509357452393
41194,154.40909695625305
41038,154.54829716682434
41031,154.65014600753784
40963,156.5600790977478
40846,161.5772089958191
40780,162.97261261940002
40760,164.4003291130066
40737,167.63150072097778
42471,179.66385412216187
42458,179.66489624977112
42321,179.66489624977112
41815,179.66589331626892
41735,181.7232222557068
41712,186.61780667304993
41518,187.0822422504425
41338,187.86826729774475
41322,189.49918222427368
41316,192.90892338752747
41291,194.21454334259033
41271,195.15036034584045
41270,197.3958489894867
41257,199.76740908622742
41053,201.26841282844543
41000,205.33017086982727
40912,206.56321573257446
42508,209.58796429634094
42471,209.5889949798584
42458,209.5889949798584
41815,209.58999371528625
41764,210.65987706184387
41667,210.66486287117004
41587,210.7730257511139
41364,212.49349665641785
41265,214.9006326198578
41236,215.05180048942566
41226,215.67691707611084
41217,218.53866815567017
41158,218.84405970573425
41153,219.98164343833923
41147,220.79652428627014
41044,221.5341169834137
40963,222.78425979614258
40884,233.21397352218628
40824,234.1516878604889
42412,239.52460622787476
41815,239.52560949325562
41769,239.87057447433472
41559,240.02063083648682
41503,245.2749583721161
41365,248.3174958229065
41326,249.22970628738403
41304,249.33255982398987
41170,249.4002480506897
41148,250.8876268863678
41089,252.3478593826294
41021,252.40570402145386
40977,253.66703510284424
40865,254.91298413276672
40807,258.031943321228
40777,262.044460773468
40597,268.6897118091583
42412,269.48475646972656
42321,269.48475646972656
41815,269.4857635498047
41682,272.13101029396057
41492,272.3079843521118
41444,273.6130576133728
41395,278.617062330246
41381,281.07906436920166
41341,281.27254581451416
41325,281.69068789482117
41257,284.3337264060974
41253,292.511132478714
41137,293.4797079563141
41066,294.609614610672
42412,299.48643827438354
41815,299.48842906951904
41724,301.980756521225
41667,302.2380692958832
41625,302.53929710388184
41605,302.62602972984314
41581,302.8295226097107
41425,302.90628027915955
41357,303.01798939704895
41233,306.0229661464691
41077,307.5668361186981
41004,310.03223991394043
40975,315.29915046691895
40914,320.43341541290283
40846,323.1621165275574
