best_solution_length,time
70624,0.02792668342590332
42458,0.02792668342590332
42412,0.028948545455932617
42321,0.02998971939086914
42143,1.3254551887512207
42097,1.354377269744873
42063,1.4740574359893799
41968,1.768310308456421
41920,2.9361865520477295
41755,3.7121450901031494
41750,8.944114685058594
41747,9.106715440750122
41591,9.288193464279175
41560,14.464345932006836
41492,16.22164487838745
41480,17.71564793586731
41343,19.320355892181396
41319,22.591603755950928
41240,23.443360567092896
41222,28.9605655670166
71559,29.961885929107666
42458,29.96292543411255
41815,29.96292543411255
41717,33.189252614974976
41700,34.37188696861267
41651,34.95133638381958
41625,36.40644431114197
41402,37.22226095199585
41246,40.47555756568909
41178,41.58858036994934
41164,43.70791029930115
41130,48.59687924385071
41109,49.924299478530884
41050,52.409650564193726
40982,52.703863859176636
41815,59.91756534576416
41667,61.611034870147705
41652,62.29118800163269
41625,63.253615617752075
41429,65.54348826408386
41390,66.20372247695923
41202,67.04447627067566
41103,67.20803499221802
40908,67.64686369895935
40752,70.50421619415283
40684,72.11490797996521
42471,89.89737796783447
42412,89.89837765693665
42321,89.89837765693665
41815,89.89937663078308
41667,92.6160831451416
41662,93.75202369689941
41540,94.35202836990356
41316,94.70313286781311
41279,94.74898338317871
41248,95.53586077690125
41068,95.7193717956543
41000,97.03884053230286
40989,102.75754356384277
40943,105.05938386917114
40895,114.93100881576538
67174,119.82089829444885
42471,119.82089829444885
42321,119.82191848754883
41815,119.82191848754883
41754,125.05091071128845
41673,125.19651460647583
41625,126.49304389953613
41623,127.65194535255432
41586,128.66224074363708
41542,128.90558862686157
41524,129.57579708099365
41468,129.94381165504456
41442,131.0348927974701
41412,131.3091597557068
41266,133.20508742332458
41221,134.14058470726013
41153,140.2113573551178
41131,146.45464181900024
41036,146.67704701423645
42515,149.79470586776733
42458,149.79570364952087
41815,149.79570364952087
41625,150.00215220451355
41618,156.02902936935425
41591,157.2477719783783
41545,157.28068232536316
41321,158.23313188552856
41305,159.3720850944519
41237,159.44988083839417
41217,168.34807324409485
41097,170.03456044197083
41072,170.52425074577332
41023,176.15921425819397
40871,177.93243217468262
42508,179.75859379768372
42458,179.75958609580994
42321,179.75958609580994
41815,179.7605860233307
41789,181.81807208061218
41594,182.93604636192322
41581,183.52048301696777
41542,183.94035935401917
41402,185.76747131347656
41246,187.58859872817993
41226,189.9672703742981
41158,195.19225788116455
41135,197.5718958377838
40990,201.15730023384094
40971,203.44817066192627
40948,208.15657544136047
41815,209.71839714050293
41799,209.89093565940857
41659,211.2951784133911
41646,214.70991802215576
41580,215.11682844161987
41412,215.46290230751038
41329,215.74913716316223
41278,219.04930806159973
41248,221.18958258628845
41108,223.17626810073853
41086,223.32687735557556
41027,223.75372314453125
40871,226.2191276550293
40811,226.40463161468506
40743,236.6641845703125
67409,239.65817594528198
42471,239.6592149734497
42412,239.6592149734497
42321,239.66021347045898
42317,240.13889169692993
42037,240.167813539505
42006,240.34135007858276
41940,240.97066640853882
41785,241.72464871406555
41769,242.4467170238495
41680,243.1408622264862
41518,244.95301270484924
41361,245.22428727149963
41168,247.12221336364746
41137,247.3236711025238
41069,247.75950479507446
40889,248.86455035209656
40862,248.98921728134155
40814,250.91905212402344
40796,251.3778519630432
42515,269.590119600296
42508,269.59112548828125
42458,269.59112548828125
42321,269.59112548828125
41815,269.59212279319763
41735,270.2862403392792
41545,271.7263879776001
41525,272.4374849796295
41505,274.5662999153137
41278,274.6580753326416
41272,275.3372366428375
40941,277.057656288147
40912,280.4146535396576
40851,286.6948518753052
72431,299.5185480117798
42471,299.5195438861847
42321,299.5195438861847
41815,299.5205399990082
41758,302.61426424980164
41729,302.73394441604614
41592,303.9706349372864
41519,305.5115132331848
41420,306.1617748737335
41247,308.50650119781494
41179,315.18565464019775
41014,320.9542007446289
40985,323.2031841278076
40954,328.90094208717346
