best_solution_length,time
1667,0.021429777145385742
1617,4.644947290420532
1556,5.093390226364136
1768,30.042522192001343
1667,30.042522192001343
1666,31.438171863555908
1637,42.86550164222717
1626,57.62476658821106
1711,60.018354415893555
1667,60.019349575042725
1637,62.73306083679199
1634,62.846659660339355
1626,64.01364874839783
1603,69.07387614250183
1600,69.92942261695862
1711,89.93900775909424
1667,89.94140887260437
1636,90.83848571777344
1626,96.19105768203735
1592,101.1805191040039
1667,120.01520586013794
1660,122.1157853603363
1617,125.94142150878906
1556,126.24258160591125
1768,150.00427961349487
1711,150.0062713623047
1667,150.00745820999146
1630,158.09684348106384
1617,158.43360018730164
1556,168.98841738700867
1711,180.03881239891052
1667,180.03984308242798
1663,180.1520721912384
1637,181.96424198150635
1626,187.82187700271606
1620,191.65279507637024
1617,191.66693806648254
4329,210.04862117767334
1667,210.04949831962585
1660,213.4788510799408
1658,220.7354929447174
1648,221.65675044059753
1626,223.68786787986755
1609,234.93824458122253
1768,240.02868056297302
1711,240.02967739105225
1667,240.03167295455933
1663,241.76161241531372
1649,249.87837100028992
1647,254.5854754447937
1645,256.4066426753998
1630,257.14312767982483
1592,259.3379557132721
1556,268.4798073768616
1711,270.02203273773193
1667,270.02417278289795
1660,278.3812355995178
1626,282.064484834671
1607,284.53062987327576
1667,300.1913356781006
1637,300.48311614990234
1606,302.41521763801575
1590,307.3307554721832
1587,307.6709952354431
