best_solution_length,time
5377,0.010020017623901367
1768,0.01106882095336914
1667,0.01106882095336914
1636,0.14223670959472656
1631,1.6483163833618164
1599,2.007462501525879
1667,29.978845834732056
1642,33.128220081329346
1626,34.12908434867859
1609,44.39684462547302
4565,59.9453227519989
1768,59.9453227519989
1667,59.94636130332947
1637,60.22439742088318
1626,63.4236958026886
1623,88.36625909805298
4781,89.90550661087036
1711,89.90650367736816
1667,89.90750050544739
1637,91.3387885093689
1631,94.49351954460144
1626,95.24929094314575
1592,100.07899308204651
1571,101.19317889213562
1570,102.77890753746033
1768,119.87855291366577
1711,119.87955379486084
1667,119.87955379486084
1637,120.24167251586914
1626,121.30572700500488
1711,149.81973958015442
1667,149.81973958015442
1637,152.73649668693542
1626,153.5314793586731
1609,155.25535798072815
1667,179.7686960697174
1636,180.0165295600891
1556,181.22118401527405
1768,209.71535897254944
1711,209.71635627746582
1667,209.71635627746582
1652,211.28845691680908
1645,211.46453857421875
1602,211.4957194328308
1667,239.65068864822388
1666,240.15044569969177
1654,240.485089302063
1644,240.6326184272766
1626,240.7575798034668
1622,241.8162705898285
1768,269.5554566383362
1667,269.5554566383362
1606,269.6711483001709
1556,288.78558564186096
1768,299.49770188331604
1667,299.49770188331604
1620,302.41756081581116
1617,302.50626373291016
1556,305.28131461143494
