best_solution_length,time
1777,2.506500005722046
1776,2.506500005722046
1757,2.507551670074463
1756,6.499565124511719
1752,7.055812835693359
1751,7.902658939361572
1750,9.035104274749756
1748,9.184506177902222
1739,9.894769668579102
1736,10.169838905334473
1734,11.020162343978882
1733,14.497557640075684
1731,14.930590629577637
1722,16.195486307144165
1720,16.326497316360474
1719,19.975542306900024
1718,20.093247652053833
1717,21.16492509841919
1716,21.40208411216736
1709,21.91909646987915
1700,22.297650575637817
1699,22.322880268096924
1694,22.872861623764038
1692,23.041779279708862
1691,25.05563235282898
1690,25.88899874687195
1685,32.38891267776489
1684,36.81415581703186
1677,38.716593980789185
1669,39.89532136917114
1667,56.6798734664917
1666,56.832406997680664
1664,64.33958697319031
1658,64.72504615783691
1654,65.46826195716858
1653,72.5188558101654
1643,73.56977820396423
1641,74.15551161766052
1635,81.33305287361145
1626,84.79700374603271
1625,85.26115989685059
1624,94.93819785118103
1786,97.53448677062988
1769,97.53551745414734
1759,97.53551745414734
1758,107.64521527290344
1757,108.51327204704285
1746,108.90664029121399
1742,109.67207098007202
1757,192.60345554351807
1747,192.60449600219727
1746,195.38031148910522
1743,198.66503620147705
1740,198.739239692688
1738,199.73459029197693
1737,200.453360080719
1734,201.55012917518616
1733,202.07149076461792
1732,203.6580889225006
1731,203.87643361091614
1729,205.05648565292358
1728,208.59284782409668
1727,209.174480676651
1718,217.04550528526306
1713,217.74571323394775
1709,220.55966877937317
1704,221.62036967277527
1701,222.46926951408386
1695,224.10013890266418
1686,224.1216049194336
1671,224.21447825431824
1670,224.87231540679932
1665,224.87735962867737
1664,225.59491801261902
1663,228.5326361656189
1660,234.41943836212158
1659,238.7171986103058
1650,241.04912543296814
1649,242.70485830307007
1643,255.79682230949402
1640,257.831823348999
1639,263.2875063419342
1635,267.6773462295532
1619,268.30668807029724
1614,272.3177466392517
1613,284.56468296051025
1612,285.03109788894653
