best_solution_length,time
6903,2.463564872741699
1779,2.4645626544952393
1766,2.465559959411621
1752,2.47007155418396
1747,2.47007155418396
1744,4.205484867095947
1742,5.165303468704224
1741,5.184072494506836
1739,6.568821430206299
1734,6.787018775939941
1733,7.38943886756897
1731,8.935632228851318
1730,9.061464786529541
1723,9.462368726730347
1712,9.948740482330322
1707,11.663279294967651
1704,12.539385557174683
1695,14.813831567764282
1694,20.294535398483276
1691,24.18779706954956
1689,26.441094398498535
1681,27.382899284362793
1673,31.3101806640625
1672,32.01330018043518
1669,33.90122961997986
1665,34.403414726257324
1662,35.028395652770996
1656,36.25574564933777
1647,37.4769651889801
1646,42.44998574256897
1645,50.247761487960815
1640,52.61165237426758
1634,54.269803047180176
1630,71.43666219711304
1628,77.2345244884491
1627,78.9209406375885
1620,83.06835603713989
1619,85.10843992233276
1618,86.8265790939331
1617,98.2704484462738
1616,99.26117324829102
1615,100.3712728023529
1613,109.91266918182373
1612,110.45610976219177
1606,115.23636174201965
6582,122.55717968940735
1772,122.55717968940735
1763,122.55821061134338
1757,122.56245636940002
1755,130.6012990474701
1749,131.59762716293335
1748,134.4294662475586
1738,134.78630709648132
1737,134.99790477752686
1736,135.4104015827179
1734,135.82759475708008
1729,138.02248191833496
1725,145.78691458702087
1723,145.82685375213623
1720,147.52599382400513
1711,147.98995757102966
1702,148.19188404083252
1701,149.79789090156555
1700,155.5123109817505
1690,157.47370958328247
1680,157.6200349330902
1679,158.16110730171204
1677,160.1551706790924
1676,162.63327312469482
1670,169.93804955482483
1662,170.70688223838806
1661,172.74387502670288
1659,173.93667817115784
1658,174.34425258636475
1651,176.37295174598694
1650,177.90471291542053
1639,181.78787803649902
1637,186.7721791267395
1635,187.17251110076904
1627,190.05522894859314
1616,193.70625853538513
1609,194.5874936580658
1608,195.42276453971863
1606,197.20209169387817
1604,202.04174089431763
1597,205.90248608589172
1591,206.961354970932
1590,210.68395113945007
1589,210.9322121143341
1586,223.50803899765015
1585,224.9874439239502
1584,225.32652401924133
1583,226.1860156059265
1582,227.63868641853333
1581,231.03438186645508
1576,232.64187240600586
1573,235.1091866493225
1890,242.7672598361969
1752,242.76833486557007
1751,251.19201946258545
1750,252.39433789253235
1749,252.63423371315002
1745,252.95527625083923
1741,255.59102535247803
1740,256.4153513908386
1739,257.40074849128723
1738,257.4672644138336
1736,257.75284814834595
1734,258.94478845596313
1733,263.96900391578674
1731,267.39642810821533
1730,271.9157543182373
1725,272.1163897514343
1722,275.28708696365356
1717,275.4419984817505
1715,275.73233795166016
1713,279.23100113868713
1707,280.45554780960083
1706,283.3400685787201
1705,286.14273023605347
1704,286.8453891277313
1703,295.0671875476837
1695,295.93853187561035
1690,298.40606212615967
1687,301.00923347473145
1679,304.6210618019104
1676,310.90703201293945
1668,315.9819962978363
1667,316.3325388431549
1658,317.86801624298096
1649,318.0658640861511
1640,319.50677585601807
1636,320.27980732917786
1635,322.8811101913452
1634,323.4543409347534
1630,325.7102041244507
1629,335.82290029525757
1628,339.6067934036255
1627,339.9169850349426
1626,340.2629747390747
1618,343.89692282676697
1616,348.76339077949524
1615,353.1539251804352
1612,359.9688582420349
